_
2	2	61.824881406251926	-3.1786839826963843e-12
2	3	65.12707758520818	-2.5909230316756292e-12
2	4	64.38282614003428	-2.3385382519336418e-12
2	5	61.66496426690531	-3.6061464925296607e-12
3	2	65.75849673439558	-4.400817488203757e-12
3	3	68.82658830410804	-4.4536818677443084e-12
3	4	67.43339325240804	-4.931166586175095e-12
3	5	63.87204334298542	-3.140030457871035e-12
3	6	60.19941578654626	-6.337472768791486e-12
4	2	67.25084783161653	-2.9967850423417985e-12
4	3	69.80825311890399	-2.391402631474193e-12
4	4	67.6614938421343	-4.406501830089837e-12
4	5	63.454345718530824	-1.6223111742874607e-12
5	2	66.02888816504134	-2.2112089936854317e-12
5	3	67.903374809081	-2.189608494518325e-12
5	4	65.0189764780979	-3.4924596548080443e-12
5	5	60.45628172156966	-3.904006007360295e-12
6	2	62.91186525182856	-2.1952928364044054e-12
6	3	63.99979752647589	5.934452929068356e-13
6	4	60.425454679117436	-1.859916665125638e-12
8	9	60.06495924452633	-5.591118679149076e-12
8	10	60.622355828377216	-4.9715254135662694e-12
8	29	64.51933966783793	-4.3451109377201645e-12
8	30	65.84230958557892	-5.344418241293169e-12
8	31	62.79180306587932	-9.97488314169459e-12
9	9	60.02893316022448	-3.996092345914803e-12
9	10	60.24783171848944	-6.421032594516874e-12
9	25	60.610560585355906	-6.59383658785373e-12
9	26	64.74693424847226	-9.183622751152143e-12
9	27	69.94122121451443	-5.4274096328299495e-12
9	28	75.69137498110364	-3.1809577194508166e-12
9	29	80.19162195465478	-3.2162006391445174e-12
9	30	81.25040673169221	-4.35534275311511e-12
9	31	77.58271727965541	-5.030642569181509e-12
9	32	69.64409961218959	-1.5677414921810852e-12
10	2	62.81904512015664	4.0597569750389085e-12
10	3	61.399372114422796	1.2710188457276672e-12
10	22	62.43606614761642	-3.346940502524376e-12
10	23	69.14490906122744	-7.997869033715689e-12
10	24	73.48478761468738	-4.891944627161138e-12
10	25	76.40932780442105	-3.2662228477420286e-12
10	26	79.4112338380947	-4.719140633824281e-12
10	27	83.45622411051083	-5.78552317165304e-12
10	28	88.13319146882343	-5.430820237961598e-12
10	29	91.65279888514	-4.82032191939652e-13
10	30	91.78432578011478	-6.571099220309407e-13
10	31	87.17537155188398	-9.629275155020878e-13
10	32	78.2134969839984	-3.876721166307107e-13
10	33	66.87764752184364	-1.4063061826163904e-12
11	1	61.849538199669176	-4.979483492206782e-13
11	2	67.81902945147966	5.7400484365643936e-12
11	3	66.68257443072252	2.0656898414017635e-12
11	4	61.029764491461954	5.4262727644527336e-12
11	20	62.35047572912983	-3.3946889743674546e-12
